ngram,rank_books,share_books,rank_web,share_web,rank_subtlex,share_subtlex,rank_spread,stability_class,missing_from,gesture_tags
twl,,0.00000000,11893,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
sgx,,0.00000000,11894,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
uvm,,0.00000000,11895,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
fxg,,0.00000000,11896,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
xcx,,0.00000000,11897,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
ggv,,0.00000000,11898,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
sjd,,0.00000000,11900,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
ihg,,0.00000000,11901,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
lkj,,0.00000000,11903,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
hxd,,0.00000000,11904,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
wgm,,0.00000000,11905,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
wbm,,0.00000000,11906,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
mgy,,0.00000000,11907,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
lwm,,0.00000000,11908,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
tfn,,0.00000000,11909,0.00000035,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
fbm,,0.00000000,11910,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
btg,,0.00000000,11911,0.00000035,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
cxo,,0.00000000,11913,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
txw,,0.00000000,11915,0.00000035,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
qta,,0.00000000,11916,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
prj,,0.00000000,11917,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
ktb,,0.00000000,11918,0.00000035,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
xsr,,0.00000000,11919,0.00000035,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
azw,,0.00000000,11921,0.00000035,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
dfn,,0.00000000,11922,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
cxt,,0.00000000,11924,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",redirect
gfc,,0.00000000,11925,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
goq,,0.00000000,11926,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
dtk,,0.00000000,11928,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
evk,,0.00000000,11929,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ehk,,0.00000000,11930,0.00000035,,0.00000000,,below-cut,"books,web,subtlex",
djh,,0.00000000,11933,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
mfw,,0.00000000,11934,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vrt,,0.00000000,11935,0.00000034,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain"
bdm,,0.00000000,11936,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
mhl,,0.00000000,11937,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
tcz,,0.00000000,11938,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
rjh,,0.00000000,11939,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
ktl,,0.00000000,11940,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
gpk,,0.00000000,11941,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
gvx,,0.00000000,11942,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
mgx,,0.00000000,11943,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
kdm,,0.00000000,11945,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
zud,,0.00000000,11946,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
kng,,0.00000000,11947,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
yhs,,0.00000000,11948,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
njl,,0.00000000,11950,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
nxv,,0.00000000,11951,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
fbp,,0.00000000,11952,0.00000034,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
fck,,0.00000000,11953,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
pvb,,0.00000000,11954,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
qch,,0.00000000,11955,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
axj,,0.00000000,11956,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
kjr,,0.00000000,11957,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
vcv,,0.00000000,11958,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
ykm,,0.00000000,11960,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
jbs,,0.00000000,11961,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
wkm,,0.00000000,11962,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
pyy,,0.00000000,11963,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
glv,,0.00000000,11964,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
qes,,0.00000000,11966,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",redirect
sgz,,0.00000000,11967,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",redirect
mgz,,0.00000000,11968,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ynv,,0.00000000,11969,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
gtf,,0.00000000,11970,0.00000034,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
hxs,,0.00000000,11971,0.00000034,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
uhy,,0.00000000,11972,0.00000034,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
pnw,,0.00000000,11973,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ivg,,0.00000000,11974,0.00000034,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
uxj,,0.00000000,11975,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vmd,,0.00000000,11976,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
foj,,0.00000000,11977,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
fbd,,0.00000000,11978,0.00000034,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
gmk,,0.00000000,11979,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
qts,,0.00000000,11982,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",redirect
zny,,0.00000000,11983,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
uyj,,0.00000000,11984,0.00000034,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain"
hxm,,0.00000000,11985,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
mkc,,0.00000000,11986,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ypg,,0.00000000,11987,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
uuu,,0.00000000,11988,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
hfb,,0.00000000,11989,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
ebq,,0.00000000,11990,0.00000034,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
bpy,,0.00000000,11992,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
vwr,,0.00000000,11994,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
vvs,,0.00000000,11995,0.00000034,,0.00000000,,below-cut,"books,web,subtlex",
mbj,,0.00000000,11996,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
uud,,0.00000000,11998,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
ycw,,0.00000000,11999,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
mfb,,0.00000000,12001,0.00000033,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ivw,,0.00000000,12002,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vtn,,0.00000000,12003,0.00000033,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
jve,,0.00000000,12004,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
dkf,,0.00000000,12006,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
jdu,,0.00000000,12007,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
wlh,,0.00000000,12008,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
mwn,,0.00000000,12010,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
pfw,,0.00000000,12011,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
lcz,,0.00000000,12012,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
uiq,,0.00000000,12013,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
swx,,0.00000000,12014,0.00000033,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
nqt,,0.00000000,12015,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
nxo,,0.00000000,12016,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
crx,,0.00000000,12017,0.00000033,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
gpw,,0.00000000,12018,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
lmz,,0.00000000,12019,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
wsz,,0.00000000,12020,0.00000033,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
zzj,,0.00000000,12021,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
ajb,,0.00000000,12022,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
ztu,,0.00000000,12023,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
xkb,,0.00000000,12024,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
glf,,0.00000000,12025,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
mtk,,0.00000000,12026,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
rvf,,0.00000000,12027,0.00000033,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
jrp,,0.00000000,12028,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
lxc,,0.00000000,12029,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
dxl,,0.00000000,12030,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
wkl,,0.00000000,12031,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
ttz,,0.00000000,12032,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
dcj,,0.00000000,12034,0.00000033,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
fxe,,0.00000000,12035,0.00000033,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
jmd,,0.00000000,12036,0.00000033,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
guw,,0.00000000,12037,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
kix,,0.00000000,12038,0.00000033,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ozg,,0.00000000,12039,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vfd,,0.00000000,12040,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
tqt,,0.00000000,12041,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
ljc,,0.00000000,12042,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
hzw,,0.00000000,12043,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vxi,,0.00000000,12044,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
uao,,0.00000000,12045,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
imq,,0.00000000,12047,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
jsk,,0.00000000,12048,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
ojr,,0.00000000,12051,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
xcp,,0.00000000,12053,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
hhb,,0.00000000,12054,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
rxh,,0.00000000,12055,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ajg,,0.00000000,12056,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
trj,,0.00000000,12057,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
tkv,,0.00000000,12058,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vrp,,0.00000000,12059,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
wbn,,0.00000000,12060,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
fhd,,0.00000000,12061,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
kpf,,0.00000000,12062,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
wxm,,0.00000000,12063,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
xnl,,0.00000000,12064,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
eqo,,0.00000000,12065,0.00000033,,0.00000000,,below-cut,"books,web,subtlex",
qim,,0.00000000,12066,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
njf,,0.00000000,12067,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
kdl,,0.00000000,12068,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
wjc,,0.00000000,12070,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cgb,,0.00000000,12071,0.00000032,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
uxq,,0.00000000,12072,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vxd,,0.00000000,12073,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",redirect
dlx,,0.00000000,12074,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
wtn,,0.00000000,12075,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
vyv,,0.00000000,12076,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vpb,,0.00000000,12078,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
wgp,,0.00000000,12079,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
yuu,,0.00000000,12080,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
qem,,0.00000000,12082,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
kdw,,0.00000000,12083,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
dzd,,0.00000000,12084,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
kox,,0.00000000,12085,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
xsq,,0.00000000,12086,0.00000032,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
wgn,,0.00000000,12088,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
lrl,,0.00000000,12091,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
wrr,,0.00000000,12092,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
gbx,,0.00000000,12093,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
kuu,,0.00000000,12094,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
ucm,,0.00000000,12095,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
xrb,,0.00000000,12096,0.00000032,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
yjb,,0.00000000,12101,0.00000032,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
bkr,,0.00000000,12102,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
bxe,,0.00000000,12104,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",redirect
fmn,,0.00000000,12105,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
mbv,,0.00000000,12106,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
ygc,,0.00000000,12109,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
nbf,,0.00000000,12110,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
rbk,,0.00000000,12111,0.00000032,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
zfs,,0.00000000,12112,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",redirect
ghx,,0.00000000,12113,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
jku,,0.00000000,12114,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
uaz,,0.00000000,12115,0.00000032,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
fpy,,0.00000000,12116,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
rlx,,0.00000000,12117,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
qlw,,0.00000000,12119,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
czd,,0.00000000,12120,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
ytb,,0.00000000,12121,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
gvc,,0.00000000,12122,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
nzg,,0.00000000,12124,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
mvl,,0.00000000,12125,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
iub,,0.00000000,12126,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
ajw,,0.00000000,12127,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
bji,,0.00000000,12128,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
bxb,,0.00000000,12129,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
hxp,,0.00000000,12130,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
mkv,,0.00000000,12131,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
kgn,,0.00000000,12132,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
tql,,0.00000000,12133,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
vyu,,0.00000000,12134,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
ojl,,0.00000000,12135,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
qac,,0.00000000,12137,0.00000032,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
uzt,,0.00000000,12138,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
iwm,,0.00000000,12139,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
jrw,,0.00000000,12141,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
wfd,,0.00000000,12142,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",redirect
tjm,,0.00000000,12143,0.00000032,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
nbg,,0.00000000,12145,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
jrt,,0.00000000,12146,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
vqu,,0.00000000,12148,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
gdt,,0.00000000,12149,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
jsb,,0.00000000,12150,0.00000032,,0.00000000,,below-cut,"books,web,subtlex",
qlb,,0.00000000,12152,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
brh,,0.00000000,12153,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
fnh,,0.00000000,12154,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
vlt,,0.00000000,12155,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cjc,,0.00000000,12156,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cvw,,0.00000000,12158,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",redirect
xcf,,0.00000000,12159,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
xsn,,0.00000000,12160,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
dzc,,0.00000000,12161,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
tnj,,0.00000000,12162,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
pdw,,0.00000000,12163,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
wcf,,0.00000000,12164,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ltq,,0.00000000,12165,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
brj,,0.00000000,12166,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
pbw,,0.00000000,12167,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cyq,,0.00000000,12168,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
yln,,0.00000000,12169,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
hgm,,0.00000000,12170,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
bjd,,0.00000000,12171,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
rpj,,0.00000000,12172,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
tmx,,0.00000000,12173,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
djk,,0.00000000,12174,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
lwp,,0.00000000,12175,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
blf,,0.00000000,12176,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
mgg,,0.00000000,12177,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
njw,,0.00000000,12178,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
jwo,,0.00000000,12179,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
lwt,,0.00000000,12182,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
zci,,0.00000000,12184,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
rhh,,0.00000000,12185,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
bxi,,0.00000000,12186,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
yxp,,0.00000000,12187,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
xcs,,0.00000000,12188,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
tnv,,0.00000000,12190,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
cgf,,0.00000000,12191,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
bwv,,0.00000000,12192,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
egx,,0.00000000,12193,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
jwh,,0.00000000,12194,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
dqt,,0.00000000,12195,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",redirect
zmp,,0.00000000,12196,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
dmw,,0.00000000,12197,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
jfs,,0.00000000,12198,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
xrp,,0.00000000,12199,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
jdm,,0.00000000,12201,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
afv,,0.00000000,12202,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
zih,,0.00000000,12203,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
hky,,0.00000000,12204,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
gcv,,0.00000000,12205,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
yfm,,0.00000000,12207,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
xrf,,0.00000000,12209,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
gdf,,0.00000000,12210,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
lxf,,0.00000000,12212,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
tbg,,0.00000000,12213,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
iuo,,0.00000000,12214,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",redirect
zuf,,0.00000000,12215,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
nkx,,0.00000000,12216,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ugv,,0.00000000,12218,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
fdh,,0.00000000,12219,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
xmc,,0.00000000,12220,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
vsj,,0.00000000,12221,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
dxg,,0.00000000,12222,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
vrf,,0.00000000,12223,0.00000031,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
mxr,,0.00000000,12224,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
kuv,,0.00000000,12225,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
rzt,,0.00000000,12226,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
bdf,,0.00000000,12228,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
iqi,,0.00000000,12229,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
vko,,0.00000000,12230,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cwp,,0.00000000,12232,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
pks,,0.00000000,12233,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
nxh,,0.00000000,12234,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",
uvp,,0.00000000,12235,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
sqk,,0.00000000,12236,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
mvb,,0.00000000,12237,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
