ngram,rank_books,share_books,rank_web,share_web,rank_subtlex,share_subtlex,rank_spread,stability_class,missing_from,gesture_tags
yjd,,0.00000000,12238,0.00000031,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
dyq,,0.00000000,12239,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
juh,,0.00000000,12240,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
rfv,,0.00000000,12243,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
hzr,,0.00000000,12244,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
aqv,,0.00000000,12245,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
eqm,,0.00000000,12246,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
kwd,,0.00000000,12247,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
iys,,0.00000000,12248,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
trz,,0.00000000,12249,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
rbv,,0.00000000,12250,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain"
nbw,,0.00000000,12251,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
klc,,0.00000000,12252,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
krh,,0.00000000,12253,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ulx,,0.00000000,12254,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
hfm,,0.00000000,12255,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
kfc,,0.00000000,12256,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
wrm,,0.00000000,12257,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
bqs,,0.00000000,12258,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
gxr,,0.00000000,12260,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
fhc,,0.00000000,12261,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
cqw,,0.00000000,12262,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",redirect
puw,,0.00000000,12263,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
vpf,,0.00000000,12264,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
whd,,0.00000000,12265,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
mwt,,0.00000000,12266,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
lkk,,0.00000000,12267,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
gkb,,0.00000000,12268,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
fcv,,0.00000000,12269,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
gfb,,0.00000000,12270,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain"
iui,,0.00000000,12271,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
khl,,0.00000000,12272,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",redirect
iiy,,0.00000000,12273,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
vml,,0.00000000,12275,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
ozw,,0.00000000,12276,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
fwt,,0.00000000,12277,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
qra,,0.00000000,12278,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
mjr,,0.00000000,12279,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
vje,,0.00000000,12281,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
fmh,,0.00000000,12282,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
ogx,,0.00000000,12283,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
dck,,0.00000000,12284,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
tjd,,0.00000000,12285,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
rfx,,0.00000000,12286,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
wpf,,0.00000000,12289,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
pxe,,0.00000000,12290,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
xrt,,0.00000000,12292,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
wvc,,0.00000000,12293,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",redirect
fpb,,0.00000000,12295,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ivk,,0.00000000,12296,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
bxr,,0.00000000,12297,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
tvk,,0.00000000,12299,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
gvu,,0.00000000,12301,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
bng,,0.00000000,12302,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
cql,,0.00000000,12303,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
kcb,,0.00000000,12304,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",
bft,,0.00000000,12305,0.00000030,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
mvf,,0.00000000,12306,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
xhx,,0.00000000,12307,0.00000030,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
plx,,0.00000000,12308,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cjr,,0.00000000,12310,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
yws,,0.00000000,12311,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
ykc,,0.00000000,12312,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cxs,,0.00000000,12313,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
fwc,,0.00000000,12314,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
pxo,,0.00000000,12316,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cxl,,0.00000000,12317,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
cqr,,0.00000000,12318,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",redirect
rbj,,0.00000000,12319,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
tcj,,0.00000000,12320,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
jnu,,0.00000000,12321,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
dnz,,0.00000000,12322,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
hhr,,0.00000000,12323,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
nqb,,0.00000000,12324,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
fvu,,0.00000000,12325,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
biy,,0.00000000,12326,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
buu,,0.00000000,12327,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
eyx,,0.00000000,12328,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
wkc,,0.00000000,12329,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
lvw,,0.00000000,12330,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
khd,,0.00000000,12332,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
vvc,,0.00000000,12333,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
kyy,,0.00000000,12334,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
bhm,,0.00000000,12335,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
plj,,0.00000000,12336,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
wxl,,0.00000000,12337,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
kzs,,0.00000000,12338,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
kmk,,0.00000000,12339,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
grx,,0.00000000,12340,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
zyx,,0.00000000,12341,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
jcu,,0.00000000,12342,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ywu,,0.00000000,12343,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
tbw,,0.00000000,12344,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
xah,,0.00000000,12345,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
ejw,,0.00000000,12347,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
gwt,,0.00000000,12348,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
vht,,0.00000000,12349,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cfw,,0.00000000,12350,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
cgw,,0.00000000,12351,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
gzm,,0.00000000,12352,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
qwo,,0.00000000,12353,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
qkm,,0.00000000,12354,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ekz,,0.00000000,12355,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
fjd,,0.00000000,12356,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
qaa,,0.00000000,12357,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
cxa,,0.00000000,12358,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
lvn,,0.00000000,12359,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
kzu,,0.00000000,12360,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
eiq,,0.00000000,12361,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
qfu,,0.00000000,12362,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cnl,,0.00000000,12363,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
lvb,,0.00000000,12364,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
yfc,,0.00000000,12365,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
mvu,,0.00000000,12366,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
cvn,,0.00000000,12367,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
kdh,,0.00000000,12368,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
yvn,,0.00000000,12369,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
xbs,,0.00000000,12370,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
cqa,,0.00000000,12371,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
xdt,,0.00000000,12373,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
pze,,0.00000000,12374,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
pdy,,0.00000000,12375,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
rjb,,0.00000000,12376,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
krn,,0.00000000,12377,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
agz,,0.00000000,12378,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
qcs,,0.00000000,12379,0.00000029,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
yxt,,0.00000000,12380,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
tpj,,0.00000000,12381,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
hbm,,0.00000000,12382,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",
mkb,,0.00000000,12383,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ikj,,0.00000000,12384,0.00000029,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
vxv,,0.00000000,12386,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
qda,,0.00000000,12387,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
cwb,,0.00000000,12388,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
wkt,,0.00000000,12389,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
apz,,0.00000000,12390,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vdj,,0.00000000,12392,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
zzd,,0.00000000,12393,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
ejv,,0.00000000,12394,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
kkd,,0.00000000,12395,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
xcy,,0.00000000,12396,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
hhn,,0.00000000,12397,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
ejl,,0.00000000,12398,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
glh,,0.00000000,12399,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
pxr,,0.00000000,12400,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ljd,,0.00000000,12401,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
ufp,,0.00000000,12402,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cqi,,0.00000000,12403,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
jdj,,0.00000000,12404,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
fpw,,0.00000000,12405,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
cjt,,0.00000000,12406,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
xsv,,0.00000000,12407,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
fwp,,0.00000000,12408,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
imz,,0.00000000,12410,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
qio,,0.00000000,12411,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
lzu,,0.00000000,12412,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
rvv,,0.00000000,12413,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
lwl,,0.00000000,12414,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
zml,,0.00000000,12415,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
vnm,,0.00000000,12416,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
yxc,,0.00000000,12418,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
fbh,,0.00000000,12419,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
xbm,,0.00000000,12420,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
msz,,0.00000000,12421,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ycj,,0.00000000,12422,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
tmk,,0.00000000,12423,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
abz,,0.00000000,12424,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
wyw,,0.00000000,12425,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
wkp,,0.00000000,12426,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vhu,,0.00000000,12427,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
bfn,,0.00000000,12428,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
pmk,,0.00000000,12429,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
wgd,,0.00000000,12430,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",redirect
qge,,0.00000000,12432,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
ykb,,0.00000000,12433,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
rzc,,0.00000000,12434,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",redirect
gbn,,0.00000000,12435,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
kbf,,0.00000000,12437,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
wyh,,0.00000000,12439,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
hrx,,0.00000000,12440,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
qhx,,0.00000000,12441,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
cwl,,0.00000000,12442,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
xlm,,0.00000000,12443,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ypf,,0.00000000,12444,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
vxa,,0.00000000,12445,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
gxa,,0.00000000,12446,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
ziw,,0.00000000,12448,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
qga,,0.00000000,12449,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
frv,,0.00000000,12450,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
bpx,,0.00000000,12451,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
zok,,0.00000000,12452,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
qev,,0.00000000,12453,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
ejk,,0.00000000,12454,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
kwn,,0.00000000,12455,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
vgd,,0.00000000,12456,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",contains_same_finger
snk,,0.00000000,12458,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
hbg,,0.00000000,12459,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,double_row_change"
kls,,0.00000000,12460,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
gnz,,0.00000000,12461,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
hdg,,0.00000000,12462,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",
fxd,,0.00000000,12463,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","redirect,double_row_change"
ukz,,0.00000000,12464,0.00000028,,0.00000000,,below-cut,"books,web,subtlex",double_row_change
rvg,,0.00000000,12465,0.00000028,,0.00000000,,below-cut,"books,web,subtlex","contains_same_finger,same_finger_chain,double_row_change"
